SZN,SLPR_ID,NM,POS,AGE,TM,PRK_PPR,PRK_0.5P,PRK_STD,FPT_PPR,FPTS_0.5,FPTS_STD,GM_ACTV,GM_P,GM,TM_SNP,SNP,FUM,CMP%,paAY,paATT,CMP,pa1D,INC,INT,paRTG,pa.ruYDS,SAC,paTD,paYDS,paYPA,paYPC,REC,recAY,DRP,rec1D,recTD,TGT,YAC,recYDS,YPR,YPT,CAR,BTKL,ru1D,ru.recYDS,ruTD,YCO,ruYDS,YPC,SNP%,MTF,YCO/A,MTF/A,ruIMP,ELU,IMP,OPP,IMP/OPP,IMP/G,RR,TS%,YPRR,1DRR,pIMP,pIMP/A,TTT,DP%,PRS%,AYA,DB,YDS(t),CPOE,EPA/DB,YPG(t),paYPG,ruYPG,RYOE,EXPLSV%,recYPG,AY/Tgt,AY%,RZ Tgt,10+ Tgt,Quick Tgt,EZ Tgt,FPOE(t),FPOE,PROJ,CSTY%,CL
2025,8228,Jaylen Warren,RB,27.1,PIT,17,16,17,217.1,197.1,177.1,16,16,14,903,461,1,0.0%,0,0,0,0,0,0,0.00,958,0,0,0,0.00,0.00,40,-96,1,11,2,45,429,333,8.3,7.4,211,20,46,1291,6,827,958,4.54,51.1%,85,3.92,0.403,52,0.795,65,256,0.254,4.1,207,8.2%,1.61,0.053,0,NA,NA,NA,NA,NA,NA,1291,NA,NA,80.7,0.0,59.9,281,10.90%,20.8,NA,NA,NA,NA,NA,NA,0.1,-0.4,202.5,63.0%,22.1
2025,9754,Quentin Johnston,WR,24.2,LAC,34,31,27,171.2,145.7,120.2,15,14,10,942,723,1,0.0%,0,0,0,0,0,0,0.00,7,0,0,0,0.00,0.00,51,514,2,19,8,85,221,735,14.4,8.7,2,0,0,742,0,0,7,3.5,76.8%,NA,NA,NA,0,NA,27,87,0.310,1.9,488,14.8%,1.51,0.039,0,NA,NA,NA,NA,NA,NA,742,NA,NA,53.0,0.0,0.5,NA,NA,52.5,12.3,23.4%,15,41,38,9,0.8,0.9,147.3,50.0%,23.0
2025,12490,Bhayshul Tuten,RB,22.8,JAX,53,51,48,88.6,83.6,78.6,15,15,0,950,199,2,0.0%,0,0,0,0,0,0,0.00,307,0,0,0,0.00,0.00,10,-1,0,1,2,14,80,79,7.9,5.6,83,5,18,386,5,298,307,3.7,20.9%,28,3.59,0.337,23,0.696,26,97,0.268,1.7,85,2.5%,0.93,0.012,0,NA,NA,NA,NA,NA,NA,386,NA,NA,25.7,0.0,20.5,21,6.02%,5.3,NA,NA,NA,NA,NA,NA,0.0,0.3,88.7,13.0%,12.8
2025,10236,Dalton Kincaid,TE,26.1,BUF,20,18,15,126.1,106.6,87.1,12,12,4,728,292,1,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,39,312,1,22,5,49,259,571,14.6,11.7,0,0,0,571,0,0,0,0,40.1%,NA,NA,NA,0,NA,27,49,0.551,2.3,201,9.9%,2.84,0.109,0,NA,NA,NA,NA,NA,NA,571,NA,NA,47.6,0.0,0.0,NA,NA,47.6,9.1,13%,8,26,18,3,0.4,0.4,120.7,42.0%,18.8
2025,6790,D'Andre Swift,RB,26.9,CHI,15,15,14,228.6,211.6,194.6,16,16,16,1019,589,2,0.0%,0,0,0,0,0,0,0.00,1087,0,0,0,0.00,0.00,34,-58,3,10,1,48,357,299,8.8,6.2,223,11,54,1386,9,765,1087,4.87,57.8%,46,3.43,0.206,63,0.549,74,271,0.273,4.6,299,8.4%,1.00,0.033,0,NA,NA,NA,NA,NA,NA,1386,NA,NA,86.6,0.0,67.9,240,13.45%,18.7,NA,NA,NA,NA,NA,NA,2.8,2.4,184.7,56.0%,23.3
2025,8167,Christian Watson,WR,26.6,GB,46,42,40,132.4,114.9,97.4,17,10,10,619,418,0,0.0%,0,0,0,0,0,0,0.00,3,0,0,0,0.00,0.00,35,493,1,22,6,55,118,611,17.5,11.1,1,0,0,614,0,0,3,3,67.5%,NA,NA,NA,0,NA,28,56,0.500,2.8,239,11.2%,2.56,0.092,0,NA,NA,NA,NA,NA,NA,614,NA,NA,61.4,0.0,0.3,NA,NA,61.1,17.6,24.1%,6,39,20,5,4.0,4.0,92.1,50.0%,22.6
2025,9753,Zach Charbonnet,RB,24.9,SEA,24,23,20,181.4,171.4,161.4,16,16,0,1007,489,0,0.0%,0,0,0,0,0,0,0.00,730,0,0,0,0.00,0.00,20,21,1,7,0,24,123,144,7.2,6.0,184,14,36,874,12,666,730,3.97,48.6%,56,3.62,0.304,48,0.666,55,208,0.264,3.4,184,5.0%,0.78,0.038,0,NA,NA,NA,NA,NA,NA,874,NA,NA,54.6,0.0,45.6,156,6.52%,9.0,NA,NA,NA,NA,NA,NA,1.8,1.2,146.3,38.0%,21.5
2025,5849,Kyler Murray,QB,28.3,MIN,38,38,38,80.78,80.78,80.78,14,5,5,321,318,1,68.3%,417,161,110,44,51,3,88.57,1135,16,6,962,5.98,8.75,0,0,0,0,0,0,0,0,0.0,0.0,29,2,9,173,1,0,173,5.97,99.1%,NA,NA,NA,10,NA,60,190,0.316,12.0,NA,NA,NA,NA,50,31.1%,2.68,7.5%,29.9%,6.00,194,1135,-1%,0.04,227.0,192.4,34.6,NA,NA,0.0,NA,NA,NA,NA,NA,NA,-4.0,-4.0,100.7,40.0%,17.2
2025,8142,Alec Pierce,WR,25.6,IND,28,24,16,183.3,159.8,136.3,15,15,14,880,769,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,47,829,0,35,6,84,174,1003,21.3,11.9,0,0,0,1003,0,0,0,0,87.4%,NA,NA,NA,0,NA,41,84,0.488,2.7,471,15.4%,2.13,0.074,0,NA,NA,NA,NA,NA,NA,1003,NA,NA,66.9,0.0,0.0,NA,NA,66.9,19.1,37.2%,9,68,26,10,4.0,3.8,127.1,47.0%,24.1
2025,11565,J.J. McCarthy,QB,22.9,MIN,30,30,30,137.38,137.38,137.38,10,10,10,509,480,6,57.6%,940,243,140,69,103,12,72.59,1813,27,11,1632,6.72,11.66,0,0,0,0,0,0,0,0,0.0,0.0,37,4,8,181,4,0,181,4.89,94.3%,NA,NA,NA,12,NA,92,280,0.329,9.2,NA,NA,NA,NA,80,32.9%,3.02,12.8%,38.9%,9.30,288,1813,-5.2%,-0.18,181.3,163.2,18.1,NA,NA,0.0,NA,NA,NA,NA,NA,NA,-4.6,-4.6,193.8,50.0%,22.7
2025,10222,Jayden Reed,WR,25.6,GB,115,116,118,48.5,39,29.5,17,7,3,354,161,0,0.0%,0,0,0,0,0,0,0.00,28,0,0,0,0.00,0.00,19,122,1,7,1,22,85,207,10.9,9.4,3,1,1,235,0,0,28,9.33,45.5%,NA,NA,NA,1,NA,9,25,0.360,1.3,112,4.5%,1.85,0.063,0,NA,NA,NA,NA,NA,NA,235,NA,NA,33.6,0.0,4.0,NA,NA,29.6,7.6,4.2%,4,8,9,1,-1.6,-1.6,59.8,14.0%,11.1
2025,8134,Khalil Shakir,WR,25.8,BUF,36,38,42,166.4,130.4,94.4,17,16,10,1057,635,1,0.0%,0,0,0,0,0,0,0.00,5,0,0,0,0.00,0.00,72,178,2,24,4,95,541,719,10.0,7.6,1,0,0,724,0,0,5,5,60.1%,NA,NA,NA,0,NA,28,96,0.292,1.8,407,19.2%,1.77,0.059,0,NA,NA,NA,NA,NA,NA,724,NA,NA,45.3,0.0,0.3,NA,NA,44.9,3.5,9.8%,13,17,60,1,-2.0,-2.0,193.0,38.0%,18.6
2025,5927,Terry McLaurin,WR,30.2,WAS,56,54,52,114.2,95.2,76.2,10,10,10,551,385,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,38,489,1,30,3,60,93,582,15.3,9.7,0,0,0,582,0,0,0,0,69.9%,NA,NA,NA,0,NA,33,60,0.550,3.3,260,12.8%,2.24,0.115,0,NA,NA,NA,NA,NA,NA,582,NA,NA,58.2,0.0,0.0,NA,NA,58.2,14.1,22.4%,8,40,22,5,-1.7,-1.7,131.0,30.0%,17.6
2025,7553,Kyle Pitts,TE,25.2,ATL,2,2,3,210.8,166.8,122.8,17,17,17,1033,903,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,88,528,2,46,5,118,400,928,10.6,7.9,0,0,0,928,0,0,0,0,87.4%,NA,NA,NA,0,NA,51,118,0.432,3.0,539,21.7%,1.72,0.085,0,NA,NA,NA,NA,NA,NA,928,NA,NA,54.6,0.0,0.0,NA,NA,54.6,7.2,20.7%,12,38,46,4,2.9,2.8,162.3,53.0%,27.4
2025,5045,Courtland Sutton,WR,30.2,DEN,13,11,12,219.7,182.7,145.7,17,17,16,1081,929,0,0.0%,0,0,0,0,0,0,0.00,0,1,0,0,0.00,0.00,74,795,8,45,7,124,222,1017,13.7,8.2,0,0,0,1017,0,0,0,0,85.9%,NA,NA,NA,0,NA,52,124,0.419,3.1,616,20.2%,1.65,0.073,0,NA,NA,NA,NA,NA,NA,1017,NA,NA,59.8,0.0,0.0,NA,NA,59.8,12.6,35.6%,19,70,59,12,0.0,-0.2,206.0,53.0%,22.9
2025,9480,Brenton Strange,TE,25.0,JAX,23,23,23,118,95,72,17,12,12,723,553,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,46,293,4,25,3,60,247,540,11.7,9.0,0,0,0,540,0,0,0,0,76.5%,NA,NA,NA,0,NA,28,60,0.467,2.3,311,10.7%,1.74,0.080,0,NA,NA,NA,NA,NA,NA,540,NA,NA,45.0,0.0,0.0,NA,NA,45.0,6.6,8.1%,10,13,22,3,0.1,0.1,110.6,42.0%,15.5
2025,9504,Kayshon Boutte,WR,23.6,NE,51,47,44,124.1,107.6,91.1,14,14,10,841,573,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,33,513,1,21,6,46,38,551,16.7,12.0,0,0,0,551,0,0,0,0,68.1%,NA,NA,NA,0,NA,27,46,0.587,1.9,373,9.2%,1.48,0.056,0,NA,NA,NA,NA,NA,NA,551,NA,NA,39.4,0.0,0.0,NA,NA,39.4,17.2,18%,4,33,15,7,0.6,0.3,113.3,36.0%,19.7
2025,9500,Josh Downs,WR,24.3,IND,44,48,50,136.4,107.4,78.4,16,16,11,947,553,1,0.0%,0,0,0,0,0,0,0.00,-2,0,0,0,0.00,0.00,58,422,4,32,4,88,144,566,9.8,6.4,2,0,0,564,0,0,-2,-1,58.4%,NA,NA,NA,0,NA,36,90,0.400,2.3,373,16.1%,1.52,0.086,0,NA,NA,NA,NA,NA,NA,564,NA,NA,35.3,0.0,-0.1,NA,NA,35.4,7.7,15.9%,15,21,60,2,-0.4,-0.4,149.3,19.0%,14.9
2025,4983,D.J. Moore,WR,28.6,BUF,35,32,28,170.18,145.18,120.18,17,17,17,1099,932,1,100.0%,2,1,1,0,0,0,118.75,81,0,1,2,2.00,2.00,50,460,4,26,6,85,222,682,13.6,8.0,15,2,4,761,1,0,79,5.27,84.8%,NA,NA,NA,5,NA,38,101,0.376,2.2,556,14.8%,1.23,0.047,1,100.0%,NA,NA,NA,NA,NA,763,NA,NA,44.9,0.1,4.6,NA,NA,40.1,11.4,21.7%,11,45,30,10,-2.2,-2.0,177.7,29.0%,23.1
2025,12498,Mason Taylor,TE,21.6,NYJ,32,34,37,88.9,66.9,44.9,14,13,11,804,654,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,44,235,8,22,1,65,134,369,8.4,5.7,0,0,0,369,0,0,0,0,81.3%,NA,NA,NA,0,NA,23,65,0.354,1.8,358,13.2%,1.03,0.061,0,NA,NA,NA,NA,NA,NA,369,NA,NA,28.4,0.0,0.0,NA,NA,28.4,5.9,11.8%,8,11,32,2,-1.6,-1.5,105.8,23.0%,14.5
2025,5892,David Montgomery,RB,28.5,HOU,27,27,27,166.92,154.92,142.92,17,17,0,1026,377,2,50.0%,3,2,1,0,1,0,95.83,719,1,1,3,1.50,3.00,24,-7,0,11,0,29,199,192,8.0,6.6,158,3,33,908,8,541,716,4.53,36.7%,44,3.42,0.278,41,0.621,53,189,0.280,3.1,164,5.0%,1.17,0.067,1,50.0%,NA,NA,NA,NA,NA,911,NA,NA,53.6,0.2,42.1,197,9.49%,11.3,NA,NA,NA,NA,NA,NA,-0.8,-0.5,173.8,29.0%,20.6
2025,8121,Romeo Doubs,WR,25.6,NE,37,36,34,165.4,137.9,110.4,17,16,15,1000,780,1,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,55,561,3,35,6,85,163,724,13.2,8.5,0,0,0,724,0,0,0,0,78.0%,NA,NA,NA,0,NA,41,85,0.482,2.6,410,17.4%,1.77,0.085,0,NA,NA,NA,NA,NA,NA,724,NA,NA,45.3,0.0,0.0,NA,NA,45.3,12.8,27.1%,17,50,38,7,0.9,0.8,146.8,31.0%,21.8
2025,6768,Tua Tagovailoa,QB,27.8,ATL,25,25,25,175.7,175.7,175.7,14,14,14,813,778,8,67.7%,1243,384,260,122,124,15,88.45,2703,30,20,2660,6.93,10.23,0,0,0,0,0,0,0,0,0.0,0.0,20,0,1,43,0,0,43,2.15,95.7%,NA,NA,NA,1,NA,143,404,0.354,10.2,NA,NA,NA,NA,142,37.0%,2.65,7.3%,29.2%,6.70,424,2703,-0.3%,-0.06,193.1,190.0,3.1,NA,NA,0.0,NA,NA,NA,NA,NA,NA,-6.7,-6.1,260.0,29.0%,22.2
2025,11586,Blake Corum,RB,25.0,LAR,40,37,34,122.2,118.2,114.2,17,17,0,1060,307,0,0.0%,0,0,0,0,0,0,0.00,746,0,0,0,0.00,0.00,8,-1,3,2,0,14,37,36,4.5,2.6,145,11,38,782,6,502,746,5.14,29.0%,28,3.46,0.193,44,0.539,46,159,0.289,2.7,106,2.3%,0.34,0.019,0,NA,NA,NA,NA,NA,NA,782,NA,NA,46.0,0.0,43.9,186,15.86%,2.1,NA,NA,NA,NA,NA,NA,1.9,1.9,92.6,24.0%,17.8
2025,8132,Tyler Allgeier,RB,25.6,ARI,39,38,35,123,116,109,17,17,2,1033,305,0,0.0%,0,0,0,0,0,0,0.00,514,0,0,0,0.00,0.00,14,-24,1,3,0,16,120,96,6.9,6.0,143,9,28,610,8,483,514,3.59,29.5%,39,3.38,0.273,36,0.610,39,159,0.245,2.3,101,2.9%,0.95,0.030,0,NA,NA,NA,NA,NA,NA,610,NA,NA,35.9,0.0,30.2,42,9.79%,5.6,NA,NA,NA,NA,NA,NA,0.3,0.7,112.6,18.0%,15.4
2025,12499,Elic Ayomanor,WR,22.5,TEN,55,52,53,116.5,96,75.5,16,16,14,926,736,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,41,400,5,26,4,89,115,515,12.6,5.8,0,0,0,515,0,0,0,0,79.5%,NA,NA,NA,0,NA,30,89,0.337,1.9,500,15.6%,1.03,0.052,0,NA,NA,NA,NA,NA,NA,515,NA,NA,32.2,0.0,0.0,NA,NA,32.2,12.2,28.1%,8,50,36,5,-1.3,-1.0,126.6,19.0%,14.4
2025,6803,Brandon Aiyuk,WR,27.7,SF,1155,1154,1153,0,0,0,17,0,0,254,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,NA,NA
2025,7594,Chuba Hubbard,RB,26.5,CAR,38,40,42,125.4,110.4,95.4,15,15,6,924,432,1,0.0%,0,0,0,0,0,0,0.00,511,0,0,0,0.00,0.00,30,-68,4,9,3,39,291,223,7.4,5.7,134,0,30,734,1,397,511,3.81,46.8%,26,2.96,0.194,31,0.490,43,173,0.249,2.9,219,7.6%,1.02,0.041,0,NA,NA,NA,NA,NA,NA,734,NA,NA,48.9,0.0,34.1,23,5.97%,14.9,NA,NA,NA,NA,NA,NA,-0.8,-0.7,122.8,20.0%,19.0
2025,5947,Jakobi Meyers,WR,29.1,JAX,32,35,38,175.8,138.3,100.8,16,16,13,967,824,1,0.0%,0,0,0,0,0,0,0.00,13,0,0,0,0.00,0.00,75,553,2,40,3,110,282,835,11.1,7.6,5,0,1,848,0,0,13,2.6,85.2%,NA,NA,NA,1,NA,44,115,0.383,2.8,524,19.5%,1.59,0.076,0,NA,NA,NA,NA,NA,NA,848,NA,NA,53.0,0.0,0.8,NA,NA,52.2,9.4,21.2%,15,51,47,10,-2.5,-1.9,200.2,38.0%,18.0
2025,2449,Stefon Diggs,WR,32.0,FA,17,18,24,210.3,167.8,125.3,17,17,17,1035,560,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,85,659,3,47,4,102,354,1013,11.9,9.9,0,0,0,1013,0,0,0,0,54.1%,NA,NA,NA,0,NA,51,102,0.500,3.0,419,20.3%,2.42,0.112,0,NA,NA,NA,NA,NA,NA,1013,NA,NA,59.6,0.0,0.0,NA,NA,59.6,8.5,19.8%,12,35,51,3,0.2,0.2,205.8,47.0%,23.2
2025,10232,Michael Wilson,WR,25.8,ARI,10,13,13,220.6,181.6,142.6,17,17,13,1077,872,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,78,733,1,44,7,126,273,1006,12.9,8.0,0,0,0,1006,0,0,0,0,81.0%,NA,NA,NA,0,NA,51,126,0.405,3.0,628,19.4%,1.60,0.070,0,NA,NA,NA,NA,NA,NA,1006,NA,NA,59.2,0.0,0.0,NA,NA,59.2,11.4,31.8%,16,66,58,9,2.9,2.9,160.3,41.0%,30.8
2025,11597,Theo Johnson,TE,24.8,NYG,18,19,19,127.8,105.3,82.8,15,15,15,1008,872,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,45,341,5,20,5,74,187,528,11.7,7.1,0,0,0,528,0,0,0,0,86.5%,NA,NA,NA,0,NA,25,74,0.338,1.7,435,14.1%,1.21,0.046,0,NA,NA,NA,NA,NA,NA,528,NA,NA,35.2,0.0,0.0,NA,NA,35.2,8.1,13.6%,14,31,36,7,-0.1,-0.7,120.0,27.0%,17.1
2025,12540,Chimere Dike,WR,24.0,TEN,50,51,51,126.1,102.1,78.1,17,17,10,1002,592,2,0.0%,0,0,0,0,0,0,0.00,18,0,0,0,0.00,0.00,48,203,2,16,4,74,220,423,8.8,5.7,11,1,0,441,0,0,18,1.64,59.1%,NA,NA,NA,0,NA,20,85,0.235,1.2,407,13.0%,1.04,0.039,0,NA,NA,NA,NA,NA,NA,441,NA,NA,25.9,0.0,1.1,NA,NA,24.9,8.2,15.6%,14,27,42,5,0.3,-0.5,104.1,29.0%,18.2
2025,12497,Tory Horton,WR,23.0,SEA,96,86,79,65.1,58.6,52.1,15,8,3,479,226,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,13,128,0,2,5,22,33,161,12.4,7.3,0,0,0,161,0,0,0,0,47.2%,NA,NA,NA,0,NA,7,22,0.318,0.9,136,4.6%,1.18,0.015,0,NA,NA,NA,NA,NA,NA,161,NA,NA,20.1,0.0,0.0,NA,NA,20.1,15.5,9%,4,12,9,5,2.0,3.0,44.4,38.0%,17.3
2025,12485,Tez Johnson,WR,23.6,TB,67,66,62,92.4,78.4,64.4,16,16,8,1054,495,0,0.0%,0,0,0,0,0,0,0.00,22,0,0,0,0.00,0.00,28,212,2,11,5,44,110,322,11.5,7.3,7,0,0,344,0,0,22,3.14,47.0%,NA,NA,NA,0,NA,16,51,0.314,1.0,293,7.9%,1.10,0.038,0,NA,NA,NA,NA,NA,NA,344,NA,NA,21.5,0.0,1.4,NA,NA,20.1,11.4,11.5%,7,26,14,4,0.4,-0.2,73.8,19.0%,16.1
2025,7049,Jauan Jennings,WR,28.4,FA,33,30,29,173.3,145.8,118.3,15,15,15,972,795,1,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,55,462,3,27,9,90,181,643,11.7,7.1,0,0,0,643,0,0,0,0,81.8%,NA,NA,NA,0,NA,36,90,0.400,2.4,454,15.7%,1.42,0.059,0,NA,NA,NA,NA,NA,NA,643,NA,NA,42.9,0.0,0.0,NA,NA,42.9,10.2,22.4%,19,41,44,8,-0.1,0.1,162.1,53.0%,18.9
2025,9508,Tyjae Spears,RB,24.5,TEN,44,46,54,111.7,89.2,66.7,17,13,1,759,349,0,0.0%,0,0,0,0,0,0,0.00,283,0,0,0,0.00,0.00,45,-97,2,10,0,50,361,264,5.9,5.3,72,4,14,547,2,227,283,3.93,46.0%,45,3.15,0.625,16,0.940,26,122,0.213,2.0,206,8.8%,1.28,0.049,0,NA,NA,NA,NA,NA,NA,547,NA,NA,42.1,0.0,21.8,-25,8.33%,20.3,NA,NA,NA,NA,NA,NA,0.3,0.4,103.6,15.0%,16.1
2025,12524,Shedeur Sanders,QB,23.8,CLE,37,37,37,94.9,94.9,94.9,11,8,7,625,376,2,56.6%,570,212,120,47,92,10,68.12,1569,23,7,1400,6.60,11.67,0,0,0,0,0,0,0,0,0.0,0.0,21,1,6,169,1,0,169,8.05,60.2%,NA,NA,NA,7,NA,61,233,0.262,7.6,NA,NA,NA,NA,54,25.5%,3.24,10.40%,52.40%,7.10,252,1569,-3.60%,-0.34,196.1,175.0,21.1,NA,NA,0.0,NA,NA,NA,NA,NA,NA,-4.6,-4.6,122.8,13.0%,19.7
2025,5872,Deebo Samuel,WR,29.9,FA,25,28,31,188.2,152.2,116.2,16,16,12,918,664,3,0.0%,0,0,0,0,0,0,0.00,75,0,0,0,0.00,0.00,72,261,6,27,5,99,466,727,10.1,7.3,17,2,3,802,1,0,75,4.41,72.3%,NA,NA,NA,4,NA,36,116,0.310,2.3,431,21.1%,1.69,0.063,0,NA,NA,NA,NA,NA,NA,802,NA,NA,50.1,0.0,4.7,NA,NA,45.4,5.3,14%,12,33,60,4,-1.2,-1.2,207.1,38.0%,22.3
2025,12545,Tyler Shough,QB,26.2,NO,26,26,26,163.96,163.96,163.96,17,11,9,1056,537,3,67.6%,1333,327,221,97,106,6,91.33,2570,31,10,2384,7.29,10.79,0,0,0,0,0,0,0,0,0.0,0.0,45,2,8,186,3,0,186,4.13,50.9%,NA,NA,NA,11,NA,118,372,0.317,10.7,NA,NA,NA,NA,107,32.7%,2.68,11%,31%,8.30,377,2570,0.6%,-0.05,233.6,216.7,16.9,NA,NA,0.0,NA,NA,NA,NA,NA,NA,0.2,0.2,166.7,64.0%,22.3
2025,8131,Isaiah Likely,TE,25.6,NYG,45,47,50,61.7,48.2,34.7,14,14,7,799,462,2,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,27,190,1,10,1,36,117,307,11.4,8.5,0,0,0,307,0,0,0,0,57.8%,NA,NA,NA,0,NA,11,36,0.306,0.8,245,8.5%,1.25,0.041,0,NA,NA,NA,NA,NA,NA,307,NA,NA,21.9,0.0,0.0,NA,NA,21.9,7.4,7.9%,6,12,17,3,-2.0,-2.0,91.4,14.0%,11.3
2025,9487,Parker Washington,WR,23.7,JAX,27,27,21,184.7,155.7,126.7,16,16,7,1025,627,2,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,58,582,7,32,5,95,265,847,14.6,8.9,7,0,1,847,0,0,0,0,61.2%,NA,NA,NA,1,NA,38,102,0.373,2.4,406,16.9%,2.09,0.079,0,NA,NA,NA,NA,NA,NA,847,NA,NA,52.9,0.0,0.0,NA,NA,52.9,12.6,24.6%,14,52,37,8,3.9,3.7,114.3,44.0%,21.7
2025,12495,Ollie Gordon,RB,21.9,MIA,67,68,63,54.1,50.6,47.1,17,17,1,927,203,0,0.0%,0,0,0,0,0,0,0.00,199,0,0,0,0.00,0.00,7,-25,1,0,1,9,57,32,4.6,3.6,70,6,18,231,3,168,199,2.84,21.9%,17,2.40,0.243,21,0.483,22,79,0.278,1.3,90,1.9%,0.36,0.000,0,NA,NA,NA,NA,NA,NA,231,NA,NA,13.6,0.0,11.7,-10,7.14%,1.9,NA,NA,NA,NA,NA,NA,-1.7,-1.6,77.9,6.0%,11.3
2025,11647,Kimani Vidal,RB,24.3,LAC,42,42,41,117.9,109.9,101.9,16,13,10,800,467,1,0.0%,0,0,0,0,0,0,0.00,643,0,0,0,0.00,0.00,16,-34,2,5,1,22,170,136,8.5,6.2,155,3,29,779,3,457,643,4.15,58.4%,36,2.95,0.232,32,0.527,38,177,0.215,2.9,209,3.9%,0.65,0.024,0,NA,NA,NA,NA,NA,NA,779,NA,NA,59.9,0.0,49.5,157,8.39%,10.5,NA,NA,NA,NA,NA,NA,-1.0,-0.7,117.1,31.0%,21.1
2025,12469,Dylan Sampson,RB,21.2,CLE,55,56,57,87.6,71.1,54.6,15,15,2,908,223,1,0.0%,0,0,0,0,0,0,0.00,175,0,0,0,0.00,0.00,33,-47,0,6,2,40,318,271,8.2,6.8,65,6,12,446,0,183,175,2.69,24.6%,23,2.81,0.354,12,0.635,20,105,0.190,1.3,142,7.2%,1.91,0.042,0,NA,NA,NA,NA,NA,NA,446,NA,NA,29.7,0.0,11.7,-22,4.62%,18.1,NA,NA,NA,NA,NA,NA,-1.5,-1.5,93.9,13.0%,14.8
2025,11576,Braelon Allen,RB,21.9,NYJ,95,94,94,15.3,14.3,13.3,17,4,0,243,58,1,0.0%,0,0,0,0,0,0,0.00,76,0,0,0,0.00,0.00,2,8,1,1,0,3,9,17,8.5,5.7,18,0,3,93,1,34,76,4.22,23.9%,2,1.88,0.111,4,0.299,5,21,0.238,1.3,23,0.6%,0.74,0.043,0,NA,NA,NA,NA,NA,NA,93,NA,NA,23.3,0.0,19.0,17,5.56%,4.3,NA,NA,NA,NA,NA,NA,-0.9,-0.9,18.8,0.0%,NA
2025,12536,Jaylin Noel,WR,23.3,HOU,91,92,89,68.4,55.4,42.4,17,17,3,1092,293,0,0.0%,0,0,0,0,0,0,0.00,12,0,0,0,0.00,0.00,26,193,1,11,2,35,99,292,11.2,8.3,6,0,0,304,0,0,12,2,26.8%,NA,NA,NA,0,NA,13,41,0.317,0.8,201,6.0%,1.45,0.055,0,NA,NA,NA,NA,NA,NA,304,NA,NA,17.9,0.0,0.7,NA,NA,17.2,9.0,7%,5,11,21,0,0.7,0.1,55.7,6.0%,12.5
2025,11625,Adonai Mitchell,WR,23.2,NYJ,73,73,75,87.9,71.4,54.9,16,16,5,954,473,1,0.0%,0,0,0,0,0,0,0.00,-4,0,0,0,0.00,0.00,33,373,2,13,2,74,80,453,13.7,6.1,1,0,0,449,0,0,-4,-4,49.6%,NA,NA,NA,0,NA,15,75,0.200,0.9,309,15.0%,1.47,0.042,0,NA,NA,NA,NA,NA,NA,449,NA,NA,28.1,0.0,-0.3,NA,NA,28.3,14.8,33.5%,8,43,42,4,0.1,0.2,83.7,13.0%,17.4
2025,12504,Kaleb Johnson,RB,22.3,PIT,109,104,104,8.8,8.3,7.8,14,10,0,816,51,1,0.0%,0,0,0,0,0,0,0.00,69,0,0,0,0.00,0.00,1,-5,1,0,0,2,14,9,9.0,4.5,28,2,2,78,0,76,69,2.46,6.3%,6,2.71,0.214,2,0.485,2,30,0.067,0.2,17,0.4%,0.53,0.000,0,NA,NA,NA,NA,NA,NA,78,NA,NA,7.8,0.0,6.9,-4,0.00%,0.9,NA,NA,NA,NA,NA,NA,-1.5,-1.4,30.8,0.0%,2.0
