SZN,SLPR_ID,NM,POS,AGE,TM,PRK_PPR,PRK_0.5P,PRK_STD,FPT_PPR,FPTS_0.5,FPTS_STD,GM_ACTV,GM_P,GM,TM_SNP,SNP,FUM,CMP%,paAY,paATT,CMP,pa1D,INC,INT,paRTG,pa.ruYDS,SAC,paTD,paYDS,paYPA,paYPC,REC,recAY,DRP,rec1D,recTD,TGT,YAC,recYDS,YPR,YPT,CAR,BTKL,ru1D,ru.recYDS,ruTD,YCO,ruYDS,YPC,SNP%,MTF,YCO/A,MTF/A,ruIMP,ELU,IMP,OPP,IMP/OPP,IMP/G,RR,TS%,YPRR,1DRR,pIMP,pIMP/A,TTT,DP%,PRS%,AYA,DB,YDS(t),CPOE,EPA/DB,YPG(t),paYPG,ruYPG,RYOE,EXPLSV%,recYPG,AY/Tgt,AY%,RZ Tgt,10+ Tgt,Quick Tgt,EZ Tgt,FPOE(t),FPOE,PROJ,CSTY%,CL
2025,4984,Josh Allen,QB,29.6,BUF,1,1,1,374.62,374.62,374.62,17,17,17,1057,1033,7,69.3%,1702,460,319,152,141,10,102.16,4247,40,25,3668,7.97,11.50,0,0,0,0,0,0,0,0,0.0,0.0,112,7,32,579,14,0,579,5.17,97.7%,NA,NA,NA,46,NA,223,572,0.390,13.1,NA,NA,NA,NA,177,38.5%,2.89,10.4%,29.6%,7.10,551,4247,1.5%,0.10,249.8,215.8,34.1,NA,NA,0.0,NA,NA,NA,NA,NA,NA,-2.1,-2.1,410.5,76.0%,40.4
2025,9488,Jaxon Smith-Njigba,WR,23.8,SEA,2,2,2,359.9,300.4,240.9,17,17,17,1064,829,3,0.0%,0,0,0,0,0,0,0.00,36,0,0,0,0.00,0.00,119,1265,5,69,10,163,528,1793,15.1,11.0,7,1,2,1829,0,0,36,5.14,77.9%,NA,NA,NA,2,NA,81,170,0.476,4.8,482,33.9%,3.72,0.143,0,NA,NA,NA,NA,NA,NA,1829,NA,NA,107.6,0.0,2.1,NA,NA,105.5,11.3,48.6%,17,87,83,10,0.1,-0.3,321.4,94.0%,31.8
2025,7564,Ja'Marr Chase,WR,25.8,CIN,4,4,5,313.6,251.1,188.6,17,16,16,978,919,1,0.0%,0,0,0,0,0,0,0.00,14,0,0,0,0.00,0.00,125,772,4,65,8,185,640,1412,11.3,7.6,3,0,0,1426,0,0,14,4.67,94.0%,NA,NA,NA,0,NA,73,188,0.388,4.6,625,28.9%,2.26,0.104,0,NA,NA,NA,NA,NA,NA,1426,NA,NA,89.1,0.0,0.9,NA,NA,88.3,8.4,34.1%,22,75,110,7,0.9,-0.4,280.9,69.0%,34.5
2025,9221,Jahmyr Gibbs,RB,23.7,DET,3,4,4,366.9,328.4,289.9,17,17,17,1026,685,2,0.0%,0,0,0,0,0,0,0.00,1223,0,0,0,0.00,0.00,77,1,4,23,5,94,615,616,8.0,6.6,243,17,43,1839,13,744,1223,5.03,66.8%,80,3.06,0.329,56,0.635,84,337,0.249,4.9,366,16.2%,1.68,0.063,0,NA,NA,NA,NA,NA,NA,1839,NA,NA,108.2,0.0,71.9,296,11.11%,36.2,NA,NA,NA,NA,NA,NA,-1.1,-2.4,332.5,71.0%,43.5
2025,11564,Drake Maye,QB,23.3,NE,2,2,2,359.96,359.46,358.96,17,17,17,1035,1005,8,72.0%,2648,492,354,172,138,8,113.48,4844,47,31,4394,8.93,12.41,1,-8,0,0,0,1,10,2,2.0,2.0,103,1,34,452,4,0,450,4.37,97.1%,NA,NA,NA,38,NA,241,596,0.404,14.2,NA,NA,NA,NA,203,41.3%,2.97,9.8%,38.6%,9.10,601,4846,9.1%,0.25,285.1,258.5,26.5,NA,NA,0.1,NA,NA,NA,NA,NA,NA,-0.3,-0.4,351.3,82.0%,29.0
2025,9509,Bijan Robinson,RB,23.8,ATL,2,3,3,370.8,331.3,291.8,17,17,17,1033,807,4,0.0%,0,0,0,0,0,0,0.00,1478,0,0,0,0.00,0.00,79,-37,4,30,4,103,857,820,10.4,8.0,287,22,56,2298,7,1122,1478,5.15,78.1%,107,3.91,0.373,63,0.764,97,390,0.249,5.7,425,18.9%,1.93,0.071,0,NA,NA,NA,NA,NA,NA,2298,NA,NA,135.2,0.0,86.9,402,12.54%,48.2,NA,NA,NA,NA,NA,NA,1.8,2.0,326.4,76.0%,35.3
2025,9493,Puka Nacua,WR,24.5,LAR,1,1,1,375,310.5,246,16,16,15,990,675,1,0.0%,0,0,0,0,0,0,0.00,105,0,0,0,0.00,0.00,129,1049,4,70,10,166,666,1715,13.3,10.3,10,1,4,1820,1,0,105,10.5,68.2%,NA,NA,NA,5,NA,85,176,0.483,5.3,456,27.8%,3.76,0.154,0,NA,NA,NA,NA,NA,NA,1820,NA,NA,113.8,0.0,6.6,NA,NA,107.2,8.9,27.9%,17,62,100,4,3.2,3.2,330.6,94.0%,39.4
2025,4881,Lamar Jackson,QB,28.9,BAL,20,20,20,221.86,221.86,221.86,13,13,13,704,651,7,63.6%,1485,302,192,88,110,7,103.75,2898,36,21,2549,8.44,13.28,0,0,0,0,0,0,0,0,0.0,0.0,67,7,22,349,2,0,349,5.21,92.5%,NA,NA,NA,24,NA,133,369,0.360,10.2,NA,NA,NA,NA,109,36.1%,3.01,12.9%,36.7%,9.10,371,2898,-2.2%,-0.04,222.9,196.1,26.8,NA,NA,0.0,NA,NA,NA,NA,NA,NA,-6.0,-6.0,310.9,54.0%,27.6
2025,11632,Malik Nabers,WR,22.4,NYG,102,99,97,57.1,48.1,39.1,17,4,4,277,216,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,18,219,1,9,2,35,52,271,15.1,7.7,0,0,0,271,0,0,0,0,78.0%,NA,NA,NA,0,NA,11,35,0.314,2.8,134,6.7%,2.02,0.067,0,NA,NA,NA,NA,NA,NA,271,NA,NA,67.8,0.0,0.0,NA,NA,67.8,17.6,14.1%,4,22,16,6,-2.3,-2.3,66.1,50.0%,NA
2025,11604,Brock Bowers,TE,23.0,LV,11,9,8,176.2,144.2,112.2,14,12,8,708,605,0,0.0%,0,0,0,0,0,0,0.00,2,0,0,0,0.00,0.00,64,375,4,29,7,86,305,680,10.6,7.9,2,0,0,682,0,0,2,1,85.5%,NA,0.00,NA,0,NA,36,88,0.409,3.0,386,16.7%,1.76,0.075,0,NA,NA,NA,NA,NA,NA,682,NA,NA,56.8,0.0,0.2,NA,NA,56.7,7.0,18.5%,17,24,36,11,-0.2,-0.2,181.5,58.0%,27.0
2025,7547,Amon-Ra St. Brown,WR,26.1,DET,3,3,3,324,265.5,207,17,17,17,1026,870,1,0.0%,0,0,0,0,0,0,0.00,9,0,0,0,0.00,0.00,117,831,10,60,11,172,570,1401,12.0,8.2,3,0,1,1410,0,0,9,3,84.8%,NA,NA,NA,1,NA,72,175,0.411,4.2,565,29.6%,2.48,0.106,0,NA,NA,NA,NA,NA,NA,1410,NA,NA,82.9,0.0,0.5,NA,NA,82.4,8.3,38.4%,35,62,100,11,-0.2,-0.3,298.0,76.0%,36.8
2025,6786,CeeDee Lamb,WR,26.7,DAL,22,20,23,200.9,163.4,125.9,14,14,13,947,707,0,0.0%,0,0,0,0,0,0,0.00,2,0,0,0,0.00,0.00,75,754,8,40,3,117,323,1077,14.4,9.2,1,0,0,1079,0,0,2,2,74.7%,NA,NA,NA,0,NA,43,118,0.364,3.1,451,18.8%,2.39,0.089,0,NA,NA,NA,NA,NA,NA,1079,NA,NA,77.1,0.0,0.1,NA,NA,76.9,12.3,28.3%,17,57,52,11,-4.1,-4.8,243.8,64.0%,22.1
2025,11566,Jayden Daniels,QB,25.0,WAS,34,34,34,117.28,117.28,117.28,7,7,7,447,405,3,60.6%,685,188,114,51,74,3,88.12,1540,18,8,1262,6.71,11.07,0,0,0,0,0,0,0,0,0.0,0.0,58,4,12,278,2,0,278,4.79,90.6%,NA,NA,NA,14,NA,73,246,0.297,10.4,NA,NA,NA,NA,59,31.4%,2.79,8.5%,35.5%,7.60,245,1540,-3.3%,-0.04,220.0,180.3,39.7,NA,NA,0.0,NA,NA,NA,NA,NA,NA,-5.7,-5.5,132.6,86.0%,20.8
2025,6794,Justin Jefferson,WR,26.5,MIN,21,25,30,201.5,159.5,117.5,17,17,17,934,890,0,0.0%,0,0,0,0,0,0,0.00,7,0,0,0,0.00,0.00,84,597,3,45,2,141,451,1048,12.5,7.4,2,0,0,1055,0,0,7,3.5,95.3%,NA,NA,NA,0,NA,47,143,0.329,2.8,549,29.1%,1.91,0.082,0,NA,NA,NA,NA,NA,NA,1055,NA,NA,62.1,0.0,0.4,NA,NA,61.6,10.4,38.4%,18,69,69,13,-3.5,-3.5,247.3,53.0%,20.1
2025,8130,Trey McBride,TE,26.0,ARI,1,1,1,315.9,252.9,189.9,17,17,17,1077,981,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,126,656,2,52,11,169,583,1239,9.8,7.3,0,0,0,1239,0,0,0,0,91.1%,NA,NA,NA,0,NA,63,169,0.373,3.7,686,26.0%,1.81,0.076,0,NA,NA,NA,NA,NA,NA,1239,NA,NA,72.9,0.0,0.0,NA,NA,72.9,6.9,25.7%,33,46,78,19,1.9,1.1,272.3,82.0%,31.5
2025,6813,Jonathan Taylor,RB,26.9,IND,4,2,1,362.3,339.3,316.3,17,17,17,1007,849,2,0.0%,0,0,0,0,0,0,0.00,1585,0,0,0,0.00,0.00,46,-56,4,13,2,55,434,378,8.2,6.9,323,26,66,1963,18,1225,1585,4.91,84.3%,100,3.79,0.310,84,0.689,99,378,0.262,5.8,392,10.1%,0.96,0.033,0,NA,NA,NA,NA,NA,NA,1963,NA,NA,115.5,0.0,93.2,354,11.15%,22.2,NA,NA,NA,NA,NA,NA,2.1,1.4,321.6,76.0%,40.4
2025,4046,Patrick Mahomes,QB,30.2,KC,11,11,11,296.68,296.18,295.68,17,14,14,961,934,3,62.7%,1693,502,315,151,187,11,89.62,4009,34,22,3587,7.15,11.39,1,-8,0,0,0,1,-2,-10,-10.0,-10.0,64,4,22,412,5,0,422,6.59,97.2%,NA,NA,NA,27,NA,200,567,0.353,14.3,NA,NA,NA,NA,173,34.5%,2.79,11.4%,29.3%,7.80,590,3999,-2.9%,0.11,285.6,256.2,30.1,NA,NA,-0.7,NA,NA,NA,NA,NA,NA,-1.6,-2.0,301.1,64.0%,29.5
2025,9226,De'Von Achane,RB,24.2,MIA,5,5,7,322.8,289.3,255.8,16,16,16,927,697,1,0.0%,0,0,0,0,0,0,0.00,1350,0,0,0,0.00,0.00,67,-64,5,19,4,85,552,488,7.3,5.7,238,22,48,1838,8,1053,1350,5.67,75.2%,92,4.42,0.387,56,0.829,79,323,0.245,4.9,360,17.7%,1.36,0.053,0,NA,NA,NA,NA,NA,NA,1838,NA,NA,114.9,0.0,84.4,365,16.81%,30.5,NA,NA,NA,NA,NA,NA,-1.3,-0.8,321.8,100.0%,32.6
2025,6770,Joe Burrow,QB,29.0,CIN,29,29,29,139.46,139.46,139.46,17,8,8,478,411,0,66.8%,985,259,173,83,86,5,100.68,1850,17,17,1809,6.98,10.46,0,0,0,0,0,0,0,0,0.0,0.0,14,0,5,41,0,0,41,2.93,86.0%,NA,NA,NA,5,NA,105,273,0.385,13.1,NA,NA,NA,NA,100,38.6%,2.8,10.4%,32%,7.60,284,1850,2.1%,0.04,231.3,226.1,5.1,NA,NA,0.0,NA,NA,NA,NA,NA,NA,-3.9,-3.9,190.4,63.0%,25.5
2025,8112,Drake London,WR,24.4,ATL,19,17,17,201.9,167.9,133.9,12,12,12,723,650,1,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,68,690,1,39,7,112,229,919,13.5,8.2,0,0,0,919,0,0,0,0,89.9%,NA,NA,NA,0,NA,46,112,0.411,3.8,392,20.5%,2.34,0.099,0,NA,NA,NA,NA,NA,NA,919,NA,NA,76.6,0.0,0.0,NA,NA,76.6,10.8,29.5%,15,53,60,7,1.0,1.8,173.5,58.0%,31.9
2025,6904,Jalen Hurts,QB,27.3,PHI,8,8,8,305.06,305.06,305.06,17,16,16,988,965,8,64.8%,1959,454,294,125,160,6,98.49,3645,32,25,3224,7.10,10.97,0,0,0,0,0,0,0,0,0.0,0.0,105,3,32,421,8,0,421,4.01,97.7%,NA,NA,NA,40,NA,190,559,0.340,11.9,NA,NA,NA,NA,150,33.0%,2.98,13.2%,32.5%,9.00,526,3645,3.1%,0.01,227.8,201.5,26.3,NA,NA,0.0,NA,NA,NA,NA,NA,NA,-4.9,-5.4,351.3,69.0%,28.4
2025,6797,Justin Herbert,QB,27.8,LAC,10,10,10,299.88,299.88,299.88,16,16,16,1072,1043,7,66.4%,2070,512,340,149,172,13,94.10,4225,54,26,3727,7.28,10.96,0,0,0,0,0,0,0,0,0.0,0.0,83,3,32,498,2,0,498,6,97.3%,NA,NA,NA,34,NA,209,595,0.351,13.1,NA,NA,NA,NA,175,34.2%,2.9,11.1%,43.3%,8.00,619,4225,3.3%,0.02,264.1,232.9,31.1,NA,NA,0.0,NA,NA,NA,NA,NA,NA,-2.5,-3.2,318.1,50.0%,29.6
2025,12514,Emeka Egbuka,WR,23.2,TB,23,19,18,195.7,164.2,132.7,17,17,13,1134,886,0,0.0%,0,0,0,0,0,0,0.00,9,0,0,0,0.00,0.00,63,603,9,28,6,127,335,938,14.9,7.4,2,0,0,947,0,0,9,4.5,78.1%,NA,NA,NA,0,NA,34,129,0.264,2.0,529,22.8%,1.77,0.053,0,NA,NA,NA,NA,NA,NA,947,NA,NA,55.7,0.0,0.5,NA,NA,55.2,12.2,35.5%,14,68,56,9,-0.9,-0.9,205.8,35.0%,26.1
2025,10229,Rashee Rice,WR,25.6,KC,40,41,41,150.1,123.6,97.1,16,8,8,567,415,2,0.0%,0,0,0,0,0,0,0.00,20,0,0,0,0.00,0.00,53,157,5,23,5,78,414,571,10.8,7.3,5,0,1,591,1,0,20,4,73.2%,NA,NA,NA,2,NA,30,83,0.361,3.8,263,13.4%,2.17,0.087,0,NA,NA,NA,NA,NA,NA,591,NA,NA,73.9,0.0,2.5,NA,NA,71.4,4.4,8.4%,18,19,50,5,-1.3,-2.6,138.7,75.0%,26.3
2025,12527,Ashton Jeanty,RB,22.0,LV,11,13,15,245.1,217.6,190.1,17,17,17,931,711,2,0.0%,0,0,0,0,0,0,0.00,975,0,0,0,0.00,0.00,55,-106,4,8,5,73,452,346,6.3,4.7,266,24,39,1321,5,860,975,3.67,76.4%,88,3.23,0.331,44,0.654,57,339,0.168,3.4,348,14.2%,0.99,0.023,0,NA,NA,NA,NA,NA,NA,1321,NA,NA,77.7,0.0,57.4,101,9.02%,20.4,NA,NA,NA,NA,NA,NA,-2.0,-1.4,251.1,59.0%,30.0
2025,12508,Jaxson Dart,QB,22.6,NYG,14,14,14,246.58,246.58,246.58,15,14,12,918,699,5,63.7%,1111,339,216,87,123,5,91.71,2759,35,15,2272,6.70,10.52,0,0,0,0,0,0,0,0,0.0,0.0,86,0,29,487,9,0,487,5.66,76.1%,NA,NA,NA,38,NA,140,425,0.329,10.0,NA,NA,NA,NA,102,30.1%,2.82,11.8%,35.1%,8.30,416,2759,-2%,-0.01,197.1,162.3,34.8,NA,NA,0.0,NA,NA,NA,NA,NA,NA,0.0,-1.0,229.2,71.0%,27.6
2025,11560,Caleb Williams,QB,24.0,CHI,5,5,6,325.18,324.18,323.18,17,17,17,1099,1088,8,58.1%,2107,568,330,160,238,7,90.13,4325,24,27,3942,6.94,11.95,2,-3,0,1,1,2,25,22,11.0,11.0,77,5,25,405,3,0,383,4.97,99.0%,NA,NA,NA,28,NA,217,647,0.335,12.8,NA,NA,NA,NA,187,32.9%,3.2,10.6%,31.5%,8.40,638,4347,-6.9%,0.05,255.7,231.9,22.5,NA,NA,1.3,NA,NA,NA,NA,NA,NA,0.6,1.6,291.6,65.0%,31.0
2025,12526,Tetairoa McMillan,WR,22.7,CAR,16,15,15,211.4,176.4,141.4,17,17,17,1061,925,1,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,70,745,7,48,7,122,269,1014,14.5,8.3,0,0,0,1014,0,0,0,0,87.2%,NA,NA,NA,0,NA,55,122,0.451,3.2,543,23.7%,1.87,0.088,0,NA,NA,NA,NA,NA,NA,1014,NA,NA,59.6,0.0,0.0,NA,NA,59.6,12.4,44.6%,15,70,57,12,-1.5,-1.1,224.8,35.0%,23.4
2025,8137,George Pickens,WR,24.8,DAL,5,5,4,291.9,245.4,198.9,17,17,15,1131,943,4,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,93,950,4,64,9,137,479,1429,15.4,10.4,0,0,0,1429,0,0,0,0,83.4%,NA,NA,NA,0,NA,73,137,0.533,4.3,604,22.0%,2.37,0.106,0,NA,NA,NA,NA,NA,NA,1429,NA,NA,84.1,0.0,0.0,NA,NA,84.1,11.7,31.7%,23,61,71,17,1.3,1.6,241.8,71.0%,31.6
2025,12507,Omarion Hampton,RB,22.7,LAC,35,36,38,135.7,119.7,103.7,16,9,6,606,384,1,0.0%,0,0,0,0,0,0,0.00,545,0,0,0,0.00,0.00,32,-53,0,6,1,35,245,192,6.0,5.5,124,15,27,737,4,429,545,4.4,63.4%,42,3.46,0.339,31,0.685,38,159,0.239,4.2,176,6.2%,1.09,0.034,0,NA,NA,NA,NA,NA,NA,737,NA,NA,81.9,0.0,60.6,132,11.29%,21.3,NA,NA,NA,NA,NA,NA,1.4,1.4,122.8,67.0%,24.1
2025,12518,Tyler Warren,TE,23.5,IND,4,5,7,188.5,150.5,112.5,17,17,12,1007,846,1,0.0%,0,1,0,0,1,0,39.58,8,0,0,0,0.00,0.00,76,343,2,38,4,112,474,817,10.8,7.3,6,0,2,825,1,0,8,1.33,84.0%,NA,0.00,NA,3,NA,45,119,0.378,2.6,494,20.5%,1.65,0.077,0,0.0%,NA,NA,NA,NA,NA,825,NA,NA,48.5,0.0,0.5,NA,NA,48.1,5.5,14.4%,21,31,53,6,-0.7,-0.9,188.4,47.0%,18.2
2025,12529,TreVeyon Henderson,RB,23.1,NE,21,19,19,206.2,188.7,171.2,17,17,4,1035,477,1,0.0%,0,0,0,0,0,0,0.00,911,0,0,0,0.00,0.00,35,-23,2,6,1,42,244,221,6.3,5.3,180,10,36,1132,9,638,911,5.06,46.1%,54,3.54,0.300,45,0.654,52,222,0.234,3.1,237,8.4%,0.93,0.025,0,NA,NA,NA,NA,NA,NA,1132,NA,NA,66.6,0.0,53.6,252,10.00%,13.0,NA,NA,NA,NA,NA,NA,0.0,0.6,200.3,35.0%,30.1
2025,11563,Bo Nix,QB,25.8,DEN,7,7,7,315.84,315.84,315.84,17,17,17,1081,1077,4,63.4%,1838,612,388,171,224,11,87.81,4287,22,25,3931,6.42,10.13,0,0,0,0,0,1,0,0,0.0,0.0,83,0,20,356,5,0,356,4.29,99.6%,NA,NA,NA,25,NA,221,696,0.318,13.0,NA,NA,NA,NA,196,32.0%,2.86,10.9%,27.7%,7.50,669,4287,-2.1%,0.05,252.2,231.2,20.9,NA,NA,0.0,NA,NA,NA,NA,NA,NA,-1.7,-3.0,324.1,59.0%,31.9
2025,7569,Nico Collins,WR,26.7,HOU,8,9,9,226.2,190.7,155.2,15,15,15,1012,778,1,0.0%,0,0,0,0,0,0,0.00,15,0,0,0,0.00,0.00,71,793,1,42,6,120,324,1117,15.7,9.3,2,0,0,1132,1,0,15,7.5,76.9%,NA,NA,NA,1,NA,49,122,0.402,3.3,475,20.6%,2.35,0.088,0,NA,NA,NA,NA,NA,NA,1132,NA,NA,75.5,0.0,1.0,NA,NA,74.5,12.9,34.1%,18,72,67,14,-0.6,0.1,225.9,60.0%,23.4
2025,12512,Quinshon Judkins,RB,22.1,CLE,26,26,26,169.8,156.8,143.8,17,14,14,903,452,0,0.0%,0,0,0,0,0,0,0.00,827,0,0,0,0.00,0.00,26,-23,1,7,0,36,194,171,6.6,4.8,230,11,43,998,7,786,827,3.6,50.1%,46,3.42,0.200,50,0.542,57,266,0.214,4.1,158,6.5%,1.08,0.044,0,NA,NA,NA,NA,NA,NA,998,NA,NA,71.3,0.0,59.1,190,7.83%,12.2,NA,NA,NA,NA,NA,NA,-1.7,-2.7,173.2,43.0%,21.5
2025,8138,James Cook,RB,26.2,BUF,6,6,5,302.2,285.7,269.2,17,17,17,1057,637,6,0.0%,0,0,0,0,0,0,0.00,1621,0,0,0,0.00,0.00,33,19,3,9,2,40,272,291,8.8,7.3,309,21,56,1912,12,1111,1621,5.25,60.3%,78,3.60,0.252,68,0.612,79,349,0.226,4.6,251,8.1%,1.16,0.036,0,NA,NA,NA,NA,NA,NA,1912,NA,NA,112.5,0.0,95.4,515,12.62%,17.1,NA,NA,NA,NA,NA,NA,0.5,0.5,291.2,65.0%,30.4
2025,11584,Bucky Irving,RB,23.3,TB,34,33,36,138.5,123.5,108.5,10,10,9,684,421,1,0.0%,0,0,0,0,0,0,0.00,588,0,0,0,0.00,0.00,30,-83,0,8,3,35,360,277,9.2,7.9,173,10,26,865,1,419,588,3.4,61.5%,53,2.42,0.306,27,0.548,38,208,0.183,3.8,189,6.3%,1.47,0.042,0,NA,NA,NA,NA,NA,NA,865,NA,NA,86.5,0.0,58.8,-45,6.36%,27.7,NA,NA,NA,NA,NA,NA,-2.6,-2.6,164.6,60.0%,19.9
2025,11635,Ladd McConkey,WR,24.1,LAC,30,29,32,180.9,147.9,114.9,17,16,12,1072,838,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,66,479,6,29,6,106,310,789,12.0,7.4,0,0,0,789,0,0,0,0,78.2%,NA,NA,NA,0,NA,35,106,0.330,2.2,562,18.6%,1.40,0.052,0,NA,NA,NA,NA,NA,NA,789,NA,NA,49.3,0.0,0.0,NA,NA,49.3,10.0,23.9%,15,46,38,11,-2.8,-3.1,215.5,50.0%,21.5
2025,8146,Garrett Wilson,WR,25.4,NYJ,62,62,64,99.5,81.5,63.5,15,7,7,431,383,1,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,36,291,3,14,4,59,104,395,11.0,6.7,0,0,0,395,0,0,0,0,88.9%,NA,NA,NA,0,NA,18,59,0.305,2.6,224,11.9%,1.76,0.063,0,NA,NA,NA,NA,NA,NA,395,NA,NA,56.4,0.0,0.0,NA,NA,56.4,9.4,17%,4,24,28,1,-0.9,-0.9,105.7,57.0%,22.4
2025,4034,Christian McCaffrey,RB,29.5,SF,1,1,2,416.6,365.6,314.6,17,17,17,1123,932,2,0.0%,0,1,0,0,1,0,39.58,1202,0,0,0,0.00,0.00,102,204,7,41,7,129,720,924,9.1,7.2,311,10,61,2126,10,977,1202,3.86,83.0%,113,3.14,0.363,71,0.678,119,441,0.270,7.0,487,22.5%,1.90,0.084,0,0.0%,NA,NA,NA,NA,NA,2126,NA,NA,125.1,0.0,70.7,-14,8.68%,54.4,NA,NA,NA,NA,NA,NA,1.2,0.2,372.1,88.0%,36.2
2025,6804,Jordan Love,QB,27.1,GB,15,15,15,241.14,241.14,241.14,16,15,15,953,894,7,66.3%,1870,439,291,136,148,6,101.18,3580,21,23,3381,7.70,11.62,0,0,0,0,0,0,0,0,0.0,0.0,47,2,14,199,0,0,199,4.23,93.8%,NA,NA,NA,14,NA,173,486,0.356,11.5,NA,NA,NA,NA,159,36.2%,2.89,13%,35.7%,8.80,484,3580,3.8%,0.20,238.7,225.4,13.3,NA,NA,0.0,NA,NA,NA,NA,NA,NA,-3.6,-3.4,287.0,40.0%,26.8
2025,11620,Rome Odunze,WR,23.5,CHI,41,40,36,146.1,124.1,102.1,13,12,12,899,733,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,44,447,2,31,6,90,214,661,15.0,7.3,0,0,0,661,0,0,0,0,81.5%,NA,NA,NA,0,NA,37,90,0.411,3.1,409,15.7%,1.62,0.076,0,NA,NA,NA,NA,NA,NA,661,NA,NA,55.1,0.0,0.0,NA,NA,55.1,14.1,28.3%,12,56,23,10,-1.2,-0.5,150.1,50.0%,23.6
2025,11628,Marvin Harrison Jr.,WR,23.3,ARI,49,49,48,127.8,107.3,86.8,13,12,10,788,566,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,41,489,4,26,4,73,119,608,14.8,8.3,0,0,0,608,0,0,0,0,71.8%,NA,NA,NA,0,NA,30,73,0.411,2.5,383,11.2%,1.59,0.068,0,NA,NA,NA,NA,NA,NA,608,NA,NA,50.7,0.0,0.0,NA,NA,50.7,13.6,21.9%,10,46,29,13,-1.8,-1.6,137.8,50.0%,19.8
2025,4892,Baker Mayfield,QB,30.6,TB,12,12,12,282.92,282.92,282.92,17,17,17,1134,1099,11,63.2%,1768,543,343,146,200,11,90.58,4075,36,26,3693,6.80,10.77,0,0,0,0,0,0,0,0,0.0,0.0,55,7,26,382,1,0,382,6.95,96.9%,NA,NA,NA,27,NA,199,598,0.333,11.7,NA,NA,NA,NA,172,31.7%,2.85,9.4%,31.4%,8.10,621,4075,-1.6%,0.00,239.7,217.2,22.5,NA,NA,0.0,NA,NA,NA,NA,NA,NA,-4.0,-3.7,341.2,59.0%,24.1
2025,8183,Brock Purdy,QB,26.0,SF,24,24,24,187.38,187.38,187.38,9,9,9,588,576,3,69.4%,1318,284,197,110,87,10,100.48,2314,11,20,2167,7.63,11.00,0,0,0,0,0,0,0,0,0.0,0.0,33,0,13,147,3,0,147,4.45,98.0%,NA,NA,NA,16,NA,146,317,0.461,16.2,NA,NA,NA,NA,130,45.8%,3.17,8.8%,34.9%,7.80,312,2314,5.1%,0.13,257.1,240.8,16.3,NA,NA,0.0,NA,NA,NA,NA,NA,NA,0.2,0.2,198.3,78.0%,32.0
2025,8155,Breece Hall,RB,24.5,NYJ,19,18,18,207.66,189.66,171.66,16,16,16,999,640,2,100.0%,4,1,1,0,0,0,122.92,1069,0,1,4,4.00,4.00,36,29,2,12,1,48,321,350,9.7,7.3,243,12,53,1415,4,743,1065,4.38,64.1%,50,3.06,0.206,57,0.512,71,292,0.243,4.4,258,9.7%,1.36,0.047,1,100.0%,NA,NA,NA,NA,NA,1419,NA,NA,88.7,0.3,66.6,243,10.70%,21.9,NA,NA,NA,NA,NA,NA,-1.4,-0.8,210.7,50.0%,24.4
2025,3294,Dak Prescott,QB,32.4,DAL,6,6,5,323.78,323.78,323.78,17,17,17,1131,1107,6,67.3%,2529,600,404,190,196,10,99.53,4729,31,30,4552,7.59,11.27,0,0,0,0,0,0,0,0,0.0,0.0,53,3,13,177,2,0,177,3.34,97.9%,NA,NA,NA,15,NA,235,653,0.360,13.8,NA,NA,NA,NA,220,36.7%,2.82,11%,32.1%,8.30,658,4729,4.4%,0.12,278.2,267.8,10.4,NA,NA,0.0,NA,NA,NA,NA,NA,NA,-3.5,-3.8,351.2,71.0%,29.1
2025,9758,C.J. Stroud,QB,24.2,HOU,21,21,21,216.54,216.54,216.54,14,14,14,888,824,2,64.5%,1676,423,273,117,150,8,92.91,3250,23,19,3041,7.19,11.14,0,0,0,0,0,0,0,0,0.0,0.0,48,0,16,209,1,0,209,4.35,92.8%,NA,NA,NA,17,NA,153,471,0.325,10.9,NA,NA,NA,NA,136,32.2%,2.82,9.9%,32.6%,8.00,473,3250,0.8%,0.07,232.1,217.2,14.9,NA,NA,0.0,NA,NA,NA,NA,NA,NA,-2.0,-2.1,228.9,36.0%,25.0
